llave_estudiante,nombre_estudiante,apellido_paterno,apellido_materno,genero,edad,llave_generacion
1377,HERMA,CARVENTE,ARANDA,M,22,4
1378,ARTURO RAFAEL,CAPRISTO,TUYU,H,19,4
1379,JOSE JESUS,REQUEJO,SANTIBANEZ,H,18,5
1380,INES MARIA,TETLACUILO,CANDELARIO,M,24,4
1381,CECILIA MARGARITA,URVINA,GOCOBACHI,M,16,7
1382,BALDOMERO,CUADRADO,,H,20,5
1383,ALMAQUIO,ANGUS,MENDIA,H,23,8
1384,EMERIT,NAVAR,OLIDEN,H,21,11
1385,JULIO GUADALUPE,COMPA,BORDA,H,17,10
1386,CERVANDO,LUCIA,SAURI,H,22,10
1387,ELVA IRENE,ALVELAIS,GUDIO,M,20,7
1388,CUTBERTA,SANTOSCOY,ESCOFFIE,M,20,8
1389,JUAN FLORENCIO,CANDELA,,H,20,3
1390,JOCABET,SALITRE,ROVIRA,M,20,2
1391,MA SILVIA,OREGON,MORELLANO,M,19,2
1392,MARIA GEORGINA,ELIAS,SERGIO,M,21,6
1393,VICTOR GABRIEL,SANTIBANEZ,,H,21,10
1394,OLIVIA MARGARITA,CARNALLA,,M,22,10
1395,ERICK,CHAVERRI,HUESCAS,H,22,10
1396,ANGELICA GRACIELA,LEDESMA,MURIEL,M,21,6
1397,MARIA ROXANA,PEREIRA,,M,16,10
1398,RICARDA,PRESTEGUIN,GARCIDUEAS,M,19,5
1399,ADELIA,OREGON,QUINTANA,M,18,1
1400,KARLA SELENE,ROSALDO,,M,17,10
1401,ROCIO JULIETA,MOTOLINIA,,M,20,5
1402,POLICARPIO,IRAZOQUI,LANDON,H,19,7
1403,JOSE DE,HUITRADO,XELHUANTZI,H,21,2
1404,JOSE SANTIAGO,NOVALES,AGAPITO,H,21,1
1405,PATRICIA CAROLINA,GONZALEZ RUBIO,LABARRIOS,M,23,4
1406,SONIA GUADALUPE,DORANTES,,M,19,6
1407,MYRNA GABRIELA,LEAOS,ESPADAS,M,15,6
1408,MARTHA ORALIA,OLARTE,BENICIO,M,20,3
1409,MONICA CATALINA,LUSTRE,,M,20,11
1410,EDGAR SANTIAGO,DECIGA,,H,17,10
1411,ODILIO,CEJUDO,TINAJERO,H,16,11
1412,FRANCISCO NICOLAS,AUZA,,H,21,4
1413,MARIA ALEJANDRINA,CONDE,CARDOS,M,18,3
1414,IRMA YADIRA,CABRIALES,JACINTO,M,21,1
1415,UBALDO,RETA,TOLAMATL,H,21,9
1416,FELIX ALEJANDRO,FRANK,RAYAS,H,17,3
1417,GODOFREDO,JALOMO,RINCONES,H,23,4
1418,ANGEL IGNACIO,GEN,,H,16,2
1419,JAVIER ISRAEL,PUCHETA,,H,19,7
1420,NATIVIDAD,ANRUBIO,SIAEZ,H,17,9
1421,FLOR ALBA,VILLAVICENCIO,GUALITO,M,22,9
1422,NICASIA,MELENDES,ZURROZA,M,20,9
1423,LAURA ELEN,CUREO,FORTANELL,M,19,4
1424,CELIN,CALIXTO,,H,20,3
1425,JESUS ISAAC,RADA,POLITRON,H,18,5
1426,YOLANDA BERENICE,TLAXCALA,SUARES,M,21,6
1427,RAMON DE JESUS,SUASTE,SUENAGA,H,22,6
1428,ANTONIA ELIZABETH,MERA,ZARRABAL,M,19,10
1429,CLAUDIA GUILLERMINA,RONQUILLO,ZUMARRAGA,M,21,1
1430,ARQUIMEDES,ARMIJO,TUGORES,H,19,7
1431,FRANCISCO GREGORIO,ZEPEDA,PROSPERO,H,17,6
1432,JOSE RODRIGO,ALBAEZ,REYNOZO,H,23,1
1433,ROSA DE LIMA,SENA,JIRON,M,23,1
1434,JOSE SANTIAGO,OLIVETTO,UNZUETA,H,20,6
1435,MARIO ISRAEL,GALDAMEZ,ITURRIBARRIA,H,20,6
1436,KARIME,PLASENCIA,,M,22,2
1437,LILIANA CAROLINA,URIOSTEGUI,FLECHA,M,22,6
1438,MA DEL ROCIO,DIAZ DE LEON,URTIZ,M,21,9
1439,MARTINA DEL SOCORRO,DUBLAN,MONCAYO,M,17,10
1440,LINA PATRICIA,HUIZAR,ZUBIRI,M,20,8
1441,HECTOR A,MOYRON,AUCES,H,19,8
1442,MALAQUIAS,VALTIERREZ,,H,19,3
1443,JUAN VICENTE,CUJ,CAJIGAL,H,20,7
1444,LADY,GALLAGA,PEDRERA,M,17,8
1445,SANDRA JANETH,PANDO,ANGELARES,M,21,11
1446,MA INES,CUANDO,COYOHUA,M,20,5
1447,LUIS AURELIO,MELCHOR,,H,21,2
1448,HUMBERTO ANTONIO,APREZA,ALDAS,H,24,9
1449,ROSA IDALIA,NICACIO,ENRRIQUEZ,M,15,1
1450,JUAN EVERARDO,GALARZA,COLIN,H,17,3
1451,JUAN ABRAHAM,REVELO,HUELITL,H,20,7
1452,BLANCA ESPERANZA,OLAZARAN,RULE,M,22,10
1453,JOANNA,MENDO,,M,18,8
1454,FIDELINA,PINTOS,ALFONSO,M,20,11
1455,DOLORES GUADALUPE,LOBO,,M,17,7
1456,EDGAR ADRIAN,CORCHADO,CHUC,H,19,6
1457,LIDIA ALICIA,YAEZ,,M,18,7
1458,DANIA,ALBAEZ,,M,19,6
1459,LEYDI DEL CARMEN,YOVAL,ZERMEO,M,20,8
1460,TILA MARIA,CARPIO,ROCHER,M,18,3
1461,LUIS EUGENIO,GUTU,PEGUERO,H,22,5
1462,JOSE CONSTANTINO,CIGARRERO,FERRALES,H,19,2
1463,PAUL ANTONIO,VAAL,ALVIZURI,H,18,3
1464,YADIRA BERENICE,OLIVARES,,M,18,7
1465,ELVIA LEONOR,ZAMANIEGO,BOYSO,M,20,2
1466,ANDREA CAROLINA,MARAON,CANO,M,21,10
1467,J. ROSARIO,TLATILPA,,H,13,4
1468,REINA,AHUMADA,LEVARIO,M,22,11
1469,JOSE JUVENTINO,GRIMALDI,MIRO,H,15,4
1470,ELSA CRISTINA,ALMAZAN,,M,20,9
1471,ONORIA,UREA,PRESENDA,M,21,10
1472,FLAVIO ANTONIO,ABADIA,BOJORGES,H,19,6
1473,PRISCILLA,SAYNES,NEVEROS,M,17,1
1474,MARIA ALEJ,BOLIO,TRAMPE,M,15,9
1475,ARISBET,JOFFRE,BOLDO,M,20,10
1476,FCO JAVIER,BERNARDINO,,H,18,4
1477,ANITA,ALFARO,,M,19,7
1478,CLAUDIA DEL CARMEN,FASCI,COYAC,M,19,6
1479,INES,VIGUERIAS,FALCONI,M,20,1
1480,ALMA TRINIDAD,PICO,YANEZ,M,21,8
1481,INOCENTA,CARMEN,,M,22,10
1482,GERARDO ARTURO,XOTLA,BESANILLA,H,20,7
1483,JORGE TOMAS,BALDENEGRO,BOLAOS,H,22,1
1484,LEONILO,ALDAPE,Y MENDOZA,H,22,3
1485,ZEIDA,LOEZA,CLAVERIE,M,21,11
1486,MA DE JESU,ZAMANIEGO,CANACASCO,M,17,2
1487,NESTOR EDUARDO,CALTEMPA,BARDALES,H,20,11
1488,JADE,PINEIRO,OROSCO,M,19,11
1489,RAUL SANTIAGO,ELIGIO,CUATRA,H,21,6
1490,ROSARIO,HUEZO,,H,20,9
1491,ZEIDA,PASQUEL,MAREZ,M,17,1
1492,MAYRA SUSANA,BURGOIN,TINAJERO,M,22,7
1493,JOSE LUCIANO,SANTACRUZ,,H,21,5
1494,AVELINO,PERAFAN,GRANIEL,H,22,11
1495,MARYELA,FLORES,MANCILLAS,M,23,7
1496,NANCY ESTHER,VILLALPANDO,DONACIANO,M,18,11
1497,FLORENCI,BABB,,M,21,10
1498,LORENA JUDITH,CARDEO,TENREIRO,M,19,10
1499,GERALDO,SOLARES,MAITRET,H,21,11
1500,BRENDA BERENICE,GUADALUPE,TERREZ,M,20,7
1501,ERNESTO GABRIEL,PLIEGO,,H,23,1
1502,PERLA RUBI,EIZAGUIRRE,LOZA,M,21,10
1503,ALVARA,ROBLERO,,M,20,2
1504,MARIA ALEJANDR,PEA,TUXTLA,M,17,6
1505,CARLOS GUSTAVO,SEDEO,,H,17,5
1506,ARISBE,SERRALTA,CLARA,M,25,10
1507,ROGER ALBERTO,CARDENAS,AMECA,H,21,5
1508,ARMANDO ENRIQUE,BEH,PIZANO,H,19,7
1509,ELSA RAQUEL,RUACHO,OYOSA,M,21,9
1510,FLORIANA,YAEZ,CONS,M,21,3
1511,JOSE URIEL,FACUNDO,FRAIRE,H,22,6
1512,EVA INES,KAU,EHUAN,M,20,10
1513,MARIA GLORIA,SERNAS,LERIN,M,16,10
1514,RODOLFO FRANCISCO,REVELO,SIU,H,18,5
1515,ANTOLIN,COPADO,BERMEJO,H,14,2
1516,EMMA DEL CARMEN,MELGOZA,,M,16,11
1517,SANDRA JULIETA,GURRUSQUIETA,ROSANO,M,23,3
1518,LUIS EDMUNDO,CHICATTI,COSTENO,H,21,10
1519,ELVIA GABRIELA,ALVIRDE,,M,22,9
1520,MARIA CLEOFAS,PACHO,MAGALLON,M,21,5
1521,JULIO ERNESTO,NABTE,HERAS,H,24,5
1522,GLORIA SILVIA,TORRECILLAS,,M,23,8
1523,MARIO A,SOTO,,H,19,5
1524,ROCIO BERENICE,ZAMITIZ,TETLALMATZI,M,20,2
1525,MIRIAM VERONICA,PRESENDA,CAMPUZANO,M,23,8
1526,GUADALUPE,BOLIVAR,,H,22,11
1527,ALMA MARGARITA,BALLADO,TENTLE,M,19,9
1528,JORGE CARLOS,SALDIVAR,MORAILA,H,21,7
1529,LUIS SAMUEL,LUA,,H,20,8
1530,ALMA ESPERANZA,LIBREROS,,M,20,11
1531,EDEN,NAVES,CARRALES,H,21,2
1532,MARINA ISABEL,ARECHEGA,SAU,M,22,5
1533,EDGAR BALTAZAR,MANZUR,MONTIEL,H,16,9
1534,HECTOR SAUL,HERREJON,ARDAVIN,H,18,3
1535,GREGORIO ALFONSO,VAN,ESCOLASTICO,H,22,7
1536,ANGELINA,JARALILLO,DIYARZA,M,18,3
1537,JORGE RODOLFO,GURUBEL,IZQUIERDO,H,18,3
1538,JOSE ALONSO,JEREZ,CHAVEZ,H,18,2
1539,ROCIO,CACIQUE,COVARRUBIO,H,21,2
1540,MARIA FLORENTINA,BUCETA,GUARDIOLA,M,18,4
1541,PATRICIA SUSANA,SERVANDO,TECOCOATZI,M,20,5
1542,ZOILA DEL CARMEN,NATERA,NATAREN,M,20,8
1543,NADIA KARINA,O,LEAOS,M,20,2
1544,RICARDO EMMANUEL,BARRAGAN,ALMAGUER,H,19,3
1545,NICASIO,JERONIMO,,H,19,7
1546,AVEL,TECUAPACHO,,H,19,8
1547,ROSA DALIA,MICHIMANI,EQUIHUA,M,19,5
1548,MAYRA MIREYA,PALAZUELOS,ANDAVERDE,M,22,7
1549,ERMILO,VIDRIO,CLAVIJO,H,19,11
1550,CYNTHIA ANAHI,MORON,,M,17,4
1551,NORMA YESENIA,DEL RIVERO,,M,17,1
1552,MONICA PAOLA,CAMBERO,,M,21,9
1553,SANDRA LAURA,AGUILLARES,,M,17,11
1554,EVA PATRICIA,TODD,,M,19,11
1555,AUGUSTO CESAR,CASTILLO,SOLTERO,H,22,7
1556,NELCY,TLATEMPA,DEMUNER,M,19,5
1557,HECTOR IGNACIO,MALVAEZ,DAMASCO,H,18,9
1558,FERNANDO ANTONIO,ENCISO,TLACOCUENTLA,H,23,2
1559,CLEOTILDE,CELAYA,WARIO,M,20,8
1560,NANCY MAYELA,OJENDIS,Y GUEVARA,M,19,2
1561,IDELIA,LARGO,LUQUEO,M,23,8
1562,BLANCA E,VILLASOR,BARONA,M,19,11
1563,GUMERSINDA,ARANZUBIA,,M,21,9
1564,KARLA NALLELY,FLOREZ,GALICIA,M,18,10
1565,GLADYS SUSANA,PUENTE,CENTURION,M,19,6
1566,ULISES ALEJANDRO,LASTIRI,OREA,H,17,4
1567,NEMECIA,SEVERIANO,,M,23,11
1568,REFUGIO,FLEMATE,LIZAMA,M,21,2
1569,IGNACIO JESUS,AGGI,MARIANITO,H,23,8
1570,TAURINO,MUCINO,ESPONDA,H,19,11
1571,ANDRES GUADALUPE,MONTAN,,H,19,5
1572,MANUEL RAMON,CARRE,,H,16,5
1573,JOSE CRISTOBAL,GOJON,NEVEROS,H,20,4
1574,MONICA ROCIO,ESCORCIA,RODELO,M,22,10
1575,JOSE SALOME,WVALLE,DUANA,H,22,8
1576,CESAR IGNACIO,ALAMOS,TERRONES,H,18,7
1577,HECTOR EDUAR,ARCURI,ELISERIO,H,20,3
1578,VERONICA ANGELICA,CUEVAS,VERASTICA,M,21,4
1579,ROSA DOLORES,RAFAELA,CHACHA,M,21,7
1580,SARA GABRIELA,GLORY,QUIROA,M,21,2
1581,MARIA BERTHA ALICIA,AZOCAR,MERCENARIO,M,23,8
1582,ENOC,GODOS,,H,25,2
1583,MA GUADALUPE ISABEL,SUET,REVILLA,M,20,10
1584,YAMILET,TLEHUACTLE,,M,20,9
1585,DEICY,MONJARAZ,,M,16,5
1586,FRANCISCO A,LEYVA,TORREBLANCA,H,18,11
1587,CARMINIA,ANTOLIN,ENGUILO,M,19,2
1588,NORA ANGELICA,ORDUA,BAYONA,M,16,1
1589,ALMENDRA GUADALUPE,DIOSDADO,CONSTANCIO,M,22,7
1590,MARIA MAR,LENZ,BOLAOS,M,20,1
1591,LADY DIANA,JAUREGUI,ALDINO,M,21,2
1592,JAIME FRANCISCO,GANTES,,H,21,6
1593,VICTOR RAMON,DENICIA,,H,21,9
1594,EDUARDO ALEJANDRO,LABANA,FERREL,H,20,11
1595,MONICA RAQUEL,BARTOLOME,,M,19,1
1596,JOSE LUIS ANTONIO,ROCHIN,CIME,H,23,9
1597,WENDY CAROLINA,BALDERRABANO,TOPETE,M,22,11
1598,ROSA HERLINDA,GORDIANO,,M,20,2
1599,RAYMUNDA,GASCON,VELO,M,22,10
1600,CLAUDIA ROCIO,MEXQUITITLA,ALMEIDA,M,16,3
1601,CARLOS RODRIGO,SAUCILLO,OLEDO,H,23,5
1602,JESUS ALEJANDRO,HOYO,MULLER,H,21,11
1603,HILDEFONSO,MURUETA,VIQUE,H,22,5
1604,M. JUANA,PRIETO,CHUN,M,19,1
1605,FRANCISCO EFREN,CAHUARE,BRAN,H,18,7
1606,RAMON ALONSO,DONIS,CAUDILLO,H,21,6
1607,LINA MERCEDES,PUEBLAS,HENESTROZA,M,20,3
1608,MARCELA GUADALUPE,CAUDANA,BALADO,M,18,6
1609,MONICA BERENICE,CURIEL,GROVER,M,19,6
1610,NAYELI ALEJANDRA,ZUIGA,ANTONIO,M,21,4
1611,ESIQUIO,ENGUILO,CARPANTA,H,22,2
1612,GRICELDA GUADALUPE,AVITIA,ASCENCIO,M,24,1
1613,IRAIZ,SINECIO,MURAIRA,M,19,11
1614,LAURA REBECA,LARRAURI,VELA,M,24,2
1615,ERNESTO ARTURO,ARBONA,ORGANISTA,H,19,9
1616,MARTHA ROSALVA,ANZALDO,,M,21,9
1617,OSCAR IGNACIO,VIDRIOS,SUET,H,23,3
1618,ERASMO,CUESTAS,ACHO,H,19,4
1619,CONCEPCIO,VERAZALUCE,,M,22,11
1620,ANA RAQUEL,MOJICA,PISCIL,M,23,3
1621,JOSE HORACIO,VIELMA,URETA,H,20,8
1622,MANUEL RODRIGO,CUANDO,,H,19,5
1623,ABIGAEL,GOROZPE,XOTLA,H,23,10
1624,RUBICELY,ANIBAL,MOGOLLAN,M,18,4
1625,TOLENTINO,CUESTAS,POBLANO,H,19,11
1626,ARELI,BERMUDES,ANA,H,19,6
1627,MARIA PATRICIA,CASTILLEJO,URIARTE,M,21,9
1628,ADELA DEL CARMEN,QUIONES,,M,22,1
1629,JOVA,CECILIANO,,M,21,7
1630,VICTOR ERNESTO,ZACATULA,,H,18,10
1631,MARIA DE LA PA,ROSAL,LORETO,M,18,3
1632,MAYRA LORENA,GASTALDI,TRETO,M,22,4
1633,JOSE MA.,PATRACA,,H,22,5
1634,ESPIRIDION,BARREIRO,,H,21,5
1635,JESUS ANDRES,SEDAS,MORAL,H,21,1
1636,DULCE AURORA,REYNOSA,FAUSTO,M,19,10
1637,JUANA DEL ROSARIO,KANTUN,,M,22,9
1638,MELANIE,PIEDRAS,HINOJOSA,M,19,6
1639,DULCE MARIA DEL CARMEN,GALINA,,M,19,11
1640,RUPERTO,JAIN,,H,20,5
1641,SEVERIANA,VALAGUEZ,JOO,M,23,8
1642,HECTOR ARMANDO,MONTEJO,NACUD,H,19,2
1643,WENDY JAZMIN,GUMESINDO,MARCOS,M,22,1
1644,LUIS ULISES,ROBALDINO,AVILES,H,22,2
1645,PEDRO ARTURO,MARIO,NATURI,H,21,6
1646,JUDITH ROSARIO,LUEVANO,,M,21,8
1647,C MARIA DEL,LOBATON,MACHORRO,M,21,9
1648,ESBEYDE,AGREDANO,TUFIO,M,20,1
1649,FLORITULIA,BIBRIESCA,,M,18,10
1650,CLAUDIA ESTELA,PASOS,VELO,M,21,7
1651,MONICA LAURA,MIRON,FIOL,M,21,3
1652,MONICA GUADALUPE,PLATEROS,BOBADILLA,M,20,7
1653,CESAR ERNESTO,CASTELL,RODRIGUEZ,H,17,10
1654,MA DEL SOCORRO,YOLANDA,,M,21,2
1655,GABRIEL HUMBERTO,RODRIGUEZ,LANDON,H,21,1
1656,MONICA PAOLA,BARRERAS,ABRAHAM,M,21,7
1657,GUMERSINDO,XALA,CALLEROS,H,19,4
1658,SANDRA AMPARO,RADILLA,SAN ELIAS,M,19,10
1659,JOEL MANUEL,LIZAMA,IX,H,19,3
1660,OSCAR NOE,LACARRA,TIJERINA,H,20,6
1661,ROCIO YAZMIN,SAN ANTONIO,BORREGO,M,20,4
1662,FRANCISCO ADALBERTO,CORNELIO,BELIO,H,21,4
1663,AUDELINA,MANQUERO,,M,20,11
1664,MAGALI DEL CARMEN,ORTEGA,CASTILLO,M,22,4
1665,JUSTA,TORRALBA,MONTANE,M,18,6
1666,SERGIO LEONEL,YEDRA,,H,22,7
1667,ALMA R,VALADES,SAN PEDRO,M,18,6
1668,SOCORRO ISABEL,MOLINARES,DEL PARDO,M,19,10
1669,J.JESUS,WALDO,ALMENDARIZ,H,20,10
1670,JOSE MAURICIO,BENICIO,GRADILLA,H,20,1
1671,LUGARDA,ZARATE,ALEGRIA,M,19,6
1672,ERICK MANUEL,OLASCOAGA,TIZAPA,H,19,2
1673,ROSA ELENA,ENCINOS,NEGROE,M,17,5
1674,EDGAR LEONEL,SAGAON,BIZARRO,H,19,1
1675,DE LOS ANGELES,NICASIO,ABASOLO,M,21,2
1676,JONATHAN IVAN,FRAUSTO,,H,22,6
1677,GERARDO ARIEL,CISNEROS,PRUDENCIANO,H,22,8
1678,FRANCISCO FIDEL,TROLLE,DOTOR,H,20,8
1679,MARTHA GUADA,ARREZOLA,ANZUETO,M,22,10
1680,ERICK ISRAEL,MAXINEZ,,H,19,8
1681,ANA CECILIA,ZUCCOLOTTO,MANOATL,M,23,1
1682,ARICELDA,DIONICIO,CORZAS,M,14,4
1683,MARTIN MIGUEL,CERRITEO,CAMOU,H,19,9
1684,JUAN GUALBERTO,BLAKE,,H,20,11
1685,JOSE HERMILO,VILLAVELAZQUEZ,Y RODRIGUEZ,H,18,3
1686,JESUS GUILLERMO,SNOWBALL,MANZANARES,H,19,8
1687,MARTHA ESMERALDA,CARCAO,,M,21,9
1688,GISELLE,PINACHO,ALILIO,M,19,7
1689,MARIA NELY,EUGENIA,,M,19,5
1690,JOSE CORNELIO,URDAPILLETA,,H,22,2
1691,JUAN ISIDRO,QUECHOL,,H,19,10
1692,GERARDO ISRAEL,TLASECA,TUMALAN,H,21,7
1693,CLAUDIA M,PICASO,CARDEO,M,19,1
1694,OMAR GILBERTO,SILVESTRE,HUICOZA,H,19,6
1695,MARIA CANDIDA,SAUCEDO,ARAGONEZ,M,19,6
1696,CINTHIA ELIZABETH,PRATS,RODELA,M,24,8
1697,SILVIA BERENICE,FEREGRINO,GROVER,M,17,1
1698,EDWIN JOSE,VARILLAS,ANTONINO,H,22,10
1699,ANGEL ADRIAN,BARROS,CRUCES,H,20,9
1700,SERGIO LUIS,OLIVAREZ,LAVANDEROS,H,21,8
1701,CENORINA,TESTA,ARMADILLO,M,21,8
1702,DIANA ANGELICA,ALMARAZ,Y CASTILLO,M,20,3
1703,DORA EVELIA,DARDON,PETRONILO,M,22,9
1704,MARTIN GUSTAVO,PIZANO,,H,22,1
1705,CARMEN PATRICIA,BARUCH,CHILEL,M,21,11
1706,TERESA BEATRIZ,IRAZOQUI,COZAR,M,21,1
1707,MARIO ALBER,MANCHA,,H,20,1
1708,AUSENCIA,MOEDANO,TIZNADO,M,19,2
1709,ADRIANA PAOLA,MELIN,CHARGOY,M,19,2
1710,SIMONA,LEGGS,CASTON,M,18,1
1711,CARMEN MARIA DEL,DAREY,CUVAS,M,20,1
1712,FLORELIA,CAMARENA,CUAMATZI,M,16,7
1713,MONICA ILIANA,ORTELA,LAURRABAQUIO,M,22,5
1714,ROSA MARIELA,TERRIQUEZ,CERECERES,M,23,9
1715,HUGO ROLANDO,DEL,APONTE,H,19,9
1716,KARLA EVELYN,GUIZASOLA,SALAZ,M,22,11
1717,HECTOR RODOLFO,TIZAPAN,SEDANO,H,22,2
1718,MARCOS RENE,TZAB,SANTOS,H,20,9
1719,CLAUDIA ALEJANDRA,OLLERVIDES,CARABANTES,M,17,3
1720,LAURA JOSEFINA,MIJAREZ,,M,19,3
1721,BLANCA ALICIA,FUANTOS,,M,22,2
1722,CESARIO,MADERO,ZAMORANO,H,21,10
1723,ODETTE,Y DE,MERLIN,M,24,9
1724,EDWIN OMAR,CHAMORRO,BORRALLES,H,22,10
1725,CONSTANCIA,COROY,DE LUNA,M,19,2
1726,JUVENTINO,CANDELARIO,GUISA,H,22,8
1727,ANALIDIA,VERGIL,SARAOZ,M,20,4
1728,OMAR GERARDO,BENDE,ARENALES,H,20,4
1729,LUIS ROBERTO,NORIEGA,RICHAUD,H,23,11
1730,OSCAR MAURICIO,KARR,PAREDEZ,H,21,9
1731,DENIA,RITA,CARPANTA,M,21,1
1732,EFRAIN ANTONIO,GAONA,ALTO,H,17,5
1733,JOSELITO,BETANCOURTH,LARIZ,H,19,8
1734,FLORA ALICIA,DEANDA,COVA,M,20,11
1735,MANUEL ARTURO,CRISTALINAS,MIRABAL,H,22,1
1736,FRANCO ANTONIO,VIVEROS,,H,18,7
1737,MARIO ROBERTO,DEL RAZO,APANGO,H,18,5
1738,JOSE ARTEMIO,GERARDO,ONTIVEROS,H,18,6
1739,MILAGROS DEL CARMEN,LANDAVERDE,,M,18,10
1740,NICEFORO,HORTELANO,,H,19,5
1741,MAYRA FRANCISCA,AVENDO,,M,18,8
1742,ERICK ALFREDO,CHIA,CAREAGA,H,21,6
1743,AZUCENA MARGARITA,CARRIZOSA,LEZCANO,M,22,5
1744,MYRNA MARIA,ALVEAR,Y ROJAS,M,17,2
1745,VERONICA INES,CALDERON,PATRICIA,M,18,6
1746,MARIO OMAR,RONDIN,LUQUIN,H,21,4
1747,FATIMA GABRIELA,HOY,SIGUENZA,M,18,6
1748,NORMA LUISA,MAGA,,M,20,1
1749,JORGE RICARDO,PRUDENCIO,MUTHE,H,22,8
1750,BEATRIZ IRENE,LEANA,CANELO,M,19,2
1751,HECTOR RAMIRO,LICERIO,,H,18,4
1752,ESPERANZA GUADALUPE,DEL ANGEL,MEDERO,M,19,6
1753,FERNANDO ISRAEL,APOSTOL,WARD,H,17,10
1754,EMELINA,JUSTINIANO,,M,16,2
1755,MARIA JULIA,ESPINAL,LABANA,M,15,5
1756,NEYDI,FOSTER,ESPRONCEDA,M,18,1
1757,LUIS RICARDO,CHUNGA,PANDO,H,21,4
1758,MARIA CLAUDIA,ALCORCHA,,M,24,7
1759,MA AIDA,ALDECUA,BURGOIN,M,19,2
1760,ESLI,TOLEDANO,,H,18,5
1761,JOSE DOLORES,SIERRA,,H,19,5
1762,ELSA GUADALUPE,MIRANDA,ANONALES,M,21,9
1763,RUBEN JAIME,UREA,,H,20,5
1764,MIGUEL DE JESUS,CAZAN,ANZALDUA,H,20,11
1765,WILBERT ANTONIO,VILLAFANA,ZIB,H,18,4
1766,ZENAYDA,ALEGRE,,M,16,1
1767,LUIS ARTURO,SARAVIA,,H,21,9
1768,MARICELA,LUCAS,VALLADOLID,H,21,11
1769,CESAR NOE,RECILLAS,ROBINSON,H,18,6
1770,JUAN ISABEL,LARRONDO,Y TORRES,H,17,1
1771,MANUEL ULISES,DE ALBA,TIZAPANTZI,H,22,10
1772,M. GUADALUPE,OLIVA,,M,18,8
1773,FEBE,BERTRAND,MACEGOZA,M,17,2
1774,BERNARDITA,CHIU,,M,15,3
1775,ANA FLORENCIA,FARIAS,CUADRA,M,22,9
1776,MARTHA LETICI,TERCERO,SANTO,M,20,4
1777,MANUEL ESTEBAN,ZAMORES,TISNADO,H,20,8
1778,TANIA LORENA,AZCORRA,BEATO,M,20,5
1779,VELIA GUADALUPE,GUADARRAMA,,M,23,3
1780,NAVOR,SALMERON,TECANHUEHUE,H,19,3
1781,LINA GABRIELA,TERRERO,Y DIAZ,M,21,10
1782,JORGE URIEL,ESPINOLA,CANIZALES,H,21,5
1783,JOHANA GUADALUPE,TISCAREO,ARACEN,M,23,1
1784,CLAUDIA MONSERRAT,SERENA,MOLOHUA,M,19,5
1785,MYRNA LETICIA,CASAS,UREIRO,M,20,4
1786,LAURA CAROLINA,BAUELOS,IXBA,M,17,1
1787,EMMA ROSA,LORIA,VILLAREAL,M,20,6
1788,GENOVEVO,COTO,CASTAOS,H,16,6
1789,DIANA ELENA,PENUELAS,AGRAMON,M,21,2
1790,CRUZ ELENA,CAAMAO,OLAIZ,M,19,3
1791,ROBISEL,DELEON,ARAMBURO,H,21,4
1792,RAMIRO ALEJANDRO,PATISHTAN,BOTE,H,19,4
1793,EDUARDO ARTURO,BOLAOS,GILL,H,19,1
1794,JULIO CESA,S,,H,20,4
1795,JOYCE,LAUTERIO,CELIO,M,20,8
1796,GERARDO ALFONSO,CHIQUETE,PREZA,H,17,1
1797,MARIO SEBASTIAN,ALANUZA,ABURTO,H,18,8
1798,HECTOR EVERARDO,TORREJON,ARAGON,H,23,11
1799,MARIA LUCRECIA,CERDAN,,M,22,5
1800,LORENA MARIA,LAUREL,KUMUL,M,20,7
1801,MARTIN MIGUEL,BURELO,SEDANO,H,18,4
1802,EMILIA,MARAVER,MARILES,M,18,9
1803,ANA ESMERALDA,MUETON,NEYOY,M,20,8
1804,ALFREDO JOSE,DECIGA,LEONIDES,H,21,4
1805,FLOR ALBA,RUTIAGA,ESGUERRA,M,21,4
1806,FRANCISCO ISMAEL,OATE,GUADALAJARA,H,20,5
1807,PATRICIA CANDELARIA,ALMEIDA,,M,20,3
1808,JACOBO,TOPETE,CUICAHUA,H,18,2
1809,MARIA ACELA,GRAJALEZ,ALVIDREZ,M,24,4
1810,MARIO SERGIO,PAAT,,H,19,10
1811,SONIA MARIBEL,LICONA,PEALOZA,M,22,5
1812,ANA CONSUELO,ZENDEJAS,RICARDEZ,M,15,11
1813,CARMEN IMELDA,NOPINJAMA,TRAPALA,M,23,6
1814,BERTHA CECILIA,BONIFAZ,SIL,M,22,6
1815,BRENDA,MOSHAN,BAZA,M,21,9
1816,CARLOS ISIDRO,RAMIREZ,LUZANIA,H,21,11
1817,MA PIEDAD,SAN ROMAN,JOVEL,M,20,7
1818,DIANA MIREYA,GARCIGLIA,ACAL,M,22,5
1819,BEATRIZ EUGENIA,CAMEY,DZUL,M,22,5
1820,LISBETH,VELEZ,NANDEZ,M,18,9
1821,LAURA MARISELA,CEDEO,CORZO,M,21,1
1822,TERESITA JESUS,MAZATZI,IXTEPAN,M,19,9
1823,ALBERTO RAMON,BETTO,,H,22,11
1824,FLORENTINO,COZAR,FUANTOS,H,18,8
1825,MA MATILDE,FERMAN,MANCHA,M,18,4
